ticker,name,market
3388.T,明治電機工業,Prime
338A.T,ＺｅｎｍｕＴｅｃｈ,Growth
3391.T,ツルハホールディングス,Prime
3392.T,デリカフーズホールディングス,Standard
3393.T,スターティアホールディングス,Prime
3395.T,サンマルクホールディングス,Prime
3396.T,フェリシモ,Standard
3397.T,トリドールホールディングス,Prime
3399.T,丸千代山岡家,Standard
339A.T,プログレス・テクノロジーズ　グループ,Growth
3401.T,帝人,Prime
3402.T,東レ,Prime
3405.T,クラレ,Prime
3407.T,旭化成,Prime
3409.T,北紡,Standard
340A.T,ジグザグ,Growth
3415.T,ＴＯＫＹＯ　ＢＡＳＥ,Prime
3416.T,ピクスタ,Standard
3417.T,大木ヘルスケアホールディングス,Standard
3418.T,バルニバービ,Growth
341A.T,トヨコー,Growth
3420.T,ケー・エフ・シー,Standard
3421.T,稲葉製作所,Standard
3422.T,Ｊ－ＭＡＸ,Standard
3423.T,エスイー,Standard
3426.T,アトムリビンテック,Standard
3431.T,宮地エンジニアリンググループ,Prime
3433.T,トーカロ,Prime
3434.T,アルファＣｏ,Standard
3435.T,サンコーテクノ,Standard
3436.T,ＳＵＭＣＯ,Prime
3437.T,特殊電極,Standard
3439.T,三ツ知,Standard
343A.T,ＩＡＣＥトラベル,Standard
3440.T,日創グループ,Standard
3441.T,山王,Standard
3443.T,川田テクノロジーズ,Prime
3444.T,菊池製作所,Standard
3445.T,ＲＳ　Ｔｅｃｈｎｏｌｏｇｉｅｓ,Prime
3446.T,ジェイテックコーポレーション,Standard
3447.T,信和,Standard
3449.T,テクノフレックス,Standard
3452.T,ビーロット,Standard
3454.T,ファーストブラザーズ,Standard
3457.T,Ａｎｄ　Ｄｏホールディングス,Prime
3461.T,パルマ,Standard
3465.T,ケイアイスター不動産,Prime
3467.T,アグレ都市デザイン,Standard
3469.T,デュアルタップ,Standard
3474.T,Ｇ－ＦＡＣＴＯＲＹ,Growth
3475.T,グッドコムアセット,Prime
3477.T,フォーライフ,Growth
3479.T,ティーケーピー,Growth
3480.T,ジェイ・エス・ビー,Prime
3482.T,ロードスターキャピタル,Prime
3484.T,イノベーションホールディングス,Prime
3486.T,グローバル・リンク・マネジメント,Prime
3489.T,フェイスネットワーク,Standard
3490.T,アズ企画設計,Standard
3491.T,ＧＡ　ｔｅｃｈｎｏｌｏｇｉｅｓ,Growth
3494.T,マリオン,Standard
3495.T,香陵住販,Standard
3496.T,アズーム,Prime
3498.T,霞ヶ関キャピタル,Prime
3501.T,ＳＵＭＩＮＯＥ,Prime
350A.T,デジタルグリッド,Growth
3512.T,日本フエルト,Standard
3513.T,イチカワ,Standard
3521.T,テルマー湯ホールディングス,Standard
3524.T,日東製網,Standard
3526.T,芦森工業,Standard
3529.T,アツギ,Standard
352A.T,ＬＯＩＶＥ,Growth
3536.T,アクサスホールディングス,Standard
3537.T,昭栄薬品,Standard
3538.T,ウイルプラスホールディングス,Standard
3539.T,ＪＭホールディングス,Prime
3541.T,農業総合研究所,Growth
3542.T,ベガコーポレーション,Growth
3543.T,コメダホールディングス,Prime
3544.T,サツドラホールディングス,Standard
3546.T,アレンザホールディングス,Prime
3547.T,串カツ田中ホールディングス,Standard
3548.T,バロックジャパンリミテッド,Prime
3549.T,クスリのアオキホールディングス,Prime
3550.T,スタジオアタオ,Growth
3551.T,ダイニック,Standard
3553.T,共和レザー,Standard
3556.T,リネットジャパングループ,Growth
3557.T,ユナイテッド＆コレクティブ,Growth
3558.T,ジェイドグループ,Growth
3559.T,ピーバンドットコム,Standard
3560.T,ほぼ日,Standard
3561.T,力の源ホールディングス,Prime
3562.T,Ｎｏ．１,Standard
3563.T,ＦＯＯＤ　＆　ＬＩＦＥ　ＣＯＭＰＡＮＩＥＳ,Prime
3565.T,アセンテック,Standard
3566.T,ユニフォームネクスト,Growth
3569.T,セーレン,Prime
3571.T,ソトー,Standard
3577.T,東海染工,Standard
3580.T,小松マテーレ,Prime
3583.T,オーベクス,Standard
3591.T,ワコールホールディングス,Prime
3593.T,ホギメディカル,Prime
3597.T,自重堂,Standard
3598.T,山喜,Standard
3600.T,フジックス,Standard
3607.T,クラウディアホールディングス,Standard
3608.T,ＴＳＩホールディングス,Prime
3611.T,マツオカコーポレーション,Standard
3612.T,ワールド,Prime
3622.T,ネットイヤーグループ,Growth
3623.T,ビリングシステム,Growth
3624.T,アクセルマーク,Growth
3625.T,テックファームホールディングス,Growth
3626.T,ＴＩＳ,Prime
3627.T,テクミラホールディングス,Standard
3628.T,データホライゾン,Growth
3632.T,グリーホールディングス,Prime
3633.T,ＧＭＯペパボ,Standard
3634.T,ソケッツ,Standard
3635.T,コーエーテクモホールディングス,Prime
3636.T,三菱総合研究所,Prime
3639.T,ボルテージ,Standard
3640.T,電算,Standard
3641.T,パピレス,Standard
3645.T,メディカルネット,Growth
3646.T,駅探,Growth
3647.T,ジー・スリーホールディングス,Standard
3648.T,ＡＧＳ,Standard
3649.T,ファインデックス,Prime
3652.T,ディジタルメディアプロフェッショナル,Growth
3653.T,モルフォ,Growth
3655.T,ブレインパッド,Prime
3656.T,ＫＬａｂ,Prime
3657.T,ポールトゥウィンホールディングス,Prime
3659.T,ネクソン,Prime
365A.T,伊澤タオル,Standard
3660.T,アイスタイル,Prime
3661.T,エムアップホールディングス,Prime
3662.T,エイチームホールディングス,Prime
3663.T,セルシス,Prime
3664.T,モブキャストホールディングス,Growth
3665.T,エニグモ,Prime
3667.T,ｅｎｉｓｈ,Standard
3668.T,コロプラ,Prime
366A.T,ウェルネス・コミュニケーションズ,Growth
3670.T,協立情報通信,Standard
3671.T,ソフトマックス,Standard
3672.T,オルトプラス,Standard
3673.T,ブロードリーフ,Prime
3674.T,オークファン,Growth
3675.T,クロス・マーケティンググループ,Standard
3676.T,デジタルハーツホールディングス,Prime
3678.T,メディアドゥ,Prime
3679.T,じげん,Prime
367A.T,プリモグローバルホールディングス,Standard
3680.T,ホットリンク,Growth
3681.T,ブイキューブ,Prime
3682.T,エンカレッジ・テクノロジ,Standard
3683.T,サイバーリンクス,Standard
3686.T,ディー・エル・イー,Standard
3687.T,フィックスターズ,Prime
368A.T,北里コーポレーション,Prime
3690.T,イルグルム,Standard
3691.T,デジタルプラス,Growth
3692.T,ＦＦＲＩセキュリティ,Growth
3694.T,オプティム,Prime
3695.T,ＧＭＯプロダクトプラットフォーム,Growth
3696.T,セレス,Prime
3697.T,ＳＨＩＦＴ,Prime
3698.T,ＣＲＩ・ミドルウェア,Growth
369A.T,エータイ,Growth
3708.T,特種東海製紙,Prime
3710.T,ジョルダン,Standard
3712.T,情報企画,Standard
3719.T,ＡＩストーム,Standard
3723.T,日本ファルコム,Growth
3726.T,フォーシーズＨＤ,Standard
3727.T,アプリックス,Growth
372A.T,レント,Standard
3733.T,ソフトウェア・サービス,Standard
373A.T,リップス,Growth
3741.T,セック,Prime
3744.T,サイオス,Standard
3747.T,インタートレード,Standard
3750.T,ＡＤＲ１２０Ｓ,Standard
3753.T,フライトソリューションズ,Standard
3758.T,アエリア,Standard
3760.T,ケイブ,Standard
3762.T,テクマトリックス,Prime
3763.T,プロシップ,Prime
3765.T,ガンホー・オンライン・エンターテイメント,Prime
3766.T,システムズ・デザイン,Standard
3768.T,リスクモンスター,Standard
3769.T,ＧＭＯペイメントゲートウェイ,Prime
3771.T,システムリサーチ,Prime
3772.T,ウェルス・マネジメント,Standard
3773.T,アドバンスト・メディア,Growth
3774.T,インターネットイニシアティブ,Prime
3776.T,ブロードバンドタワー,Standard
3777.T,環境フレンドリーホールディングス,Growth
3778.T,さくらインターネット,Prime
3779.T,ジェイ・エスコムホールディングス,Standard
3787.T,テクノマセマティカル,Standard
3788.T,ＧＭＯグローバルサイン・ホールディングス,Prime
378A.T,ヒット,Growth
3791.T,ＩＧポート,Standard
3793.T,ドリコム,Growth
3796.T,いい生活,Standard
3798.T,ＵＬＳグループ,Standard
3799.T,キーウェアソリューションズ,Standard
3800.T,ユニリタ,Standard
3802.T,エコミック,Standard
3803.T,イメージ情報開発,Growth
3804.T,システム　ディ,Standard
3807.T,フィスコ,Growth
3810.T,サイバーステップホールディングス,Standard
3815.T,メディア工房,Growth
3816.T,大和コンピューター,Standard
3817.T,ＳＲＡホールディングス,Prime
3823.T,ＴＨＥ　ＷＨＹ　ＨＯＷ　ＤＯ　ＣＯＭＰＡＮＹ,Standard
3825.T,リミックスポイント,Standard
3826.T,システムインテグレータ,Standard
3834.T,朝日ネット,Prime
3835.T,ｅＢＡＳＥ,Prime
3836.T,アバントグループ,Prime
3837.T,アドソル日進,Prime
3839.T,ＯＤＫソリューションズ,Standard
3840.T,パス,Standard
3841.T,ジーダット,Standard
3842.T,ネクストジェン,Standard
3843.T,フリービット,Prime
3844.T,コムチュア,Prime
3845.T,アイフリークモバイル,Standard
3848.T,データ・アプリケーション,Standard
3850.T,エヌ・ティ・ティ・データ・イントラマート,Standard
3851.T,日本一ソフトウェア,Standard
3853.T,アステリア,Prime
3854.T,アイル,Prime
3856.T,Ａｂａｌａｎｃｅ,Standard
3858.T,ユビキタスＡＩ,Standard
3861.T,王子ホールディングス,Prime
3863.T,日本製紙,Prime
3864.T,三菱製紙,Prime
3865.T,北越コーポレーション,Prime
386A.T,みのや,Standard
3877.T,中越パルプ工業,Prime
3878.T,巴川コーポレーション,Standard
387A.T,フラー,Growth
3880.T,大王製紙,Prime
3891.T,ニッポン高度紙工業,Standard
3892.T,岡山製紙,Standard
3895.T,ハビックス,Standard
3896.T,阿波製紙,Standard
3900.T,クラウドワークス,Growth
3901.T,マークラインズ,Prime
3902.T,メディカル・データ・ビジョン,Prime
3903.T,ｇｕｍｉ,Prime
3904.T,カヤック,Growth
3905.T,データセクション,Growth
3907.T,シリコンスタジオ,Standard
3908.T,コラボス,Growth
3909.T,ショーケース,Standard
3910.T,エムケイシステム,Standard
3911.T,Ａｉｍｉｎｇ,Growth
3912.T,モバイルファクトリー,Standard
3913.T,ＧｒｅｅｎＢｅｅ,Standard
3914.T,ＪＩＧ－ＳＡＷ,Growth
3915.T,テラスカイ,Prime
3916.T,デジタル・インフォメーション・テクノロジー,Prime
3917.T,アイリッジ,Growth
3918.T,ＰＣＩホールディングス,Standard
3920.T,アイビーシー,Standard
3921.T,ネオジャパン,Prime
3922.T,ＰＲ　ＴＩＭＥＳ,Prime
3923.T,ラクス,Prime
3924.T,ランドコンピュータ,Prime
3925.T,ダブルスタンダード,Prime
3926.T,オープンドア,Prime
3927.T,フーバーブレイン,Growth
3928.T,マイネット,Standard
3929.T,ソーシャルワイヤー,Growth
3930.T,はてな,Growth
3931.T,バリューゴルフ,Growth
3932.T,アカツキ,Prime
3933.T,チエル,Standard
3934.T,ベネフィットジャパン,Standard
3935.T,エディア,Standard
3936.T,グローバルウェイ,Growth
3937.T,Ｕｂｉｃｏｍホールディングス,Prime
3939.T,カナミックネットワーク,Prime
3940.T,ノムラシステムコーポレーション,Standard
3941.T,レンゴー,Prime
3943.T,大石産業,Standard
3944.T,古林紙工,Standard
3945.T,スーパーバッグ,Standard
3946.T,トーモク,Prime
3947.T,ダイナパック,Standard
3948.T,光ビジネスフォーム,Standard
3950.T,ザ・パック,Prime
3951.T,朝日印刷,Standard
3953.T,大村紙業,Standard
3954.T,昭和パックス,Standard
3955.T,イムラ,Standard
3958.T,笹徳印刷,Standard
3961.T,シルバーエッグ・テクノロジー,Growth
3962.T,チェンジホールディングス,Prime
3963.T,シンクロ・フード,Prime
3964.T,オークネット,Prime
3965.T,キャピタル・アセット・プランニング,Standard
3967.T,エルテス,Growth
3968.T,セグエグループ,Prime
3969.T,エイトレッド,Standard
3970.T,イノベーション,Growth
3974.T,ＳＣＡＴ,Standard
3976.T,シャノン,Growth
3979.T,うるる,Growth
3981.T,ビーグリー,Standard
3983.T,オロ,Prime
3984.T,ユーザーローカル,Prime
3985.T,テモナ,Standard
3986.T,ビーブレイクシステムズ,Growth
3987.T,エコモット,Growth
3988.T,ＳＹＳホールディングス,Standard
3989.T,シェアリングテクノロジー,Growth
3991.T,ウォンテッドリー,Growth
3992.T,ニーズウェル,Prime
3993.T,ＰＫＳＨＡ　Ｔｅｃｈｎｏｌｏｇｙ,Prime
3994.T,マネーフォワード,Prime
3996.T,サインポスト,Standard
3997.T,トレードワークス,Standard
3998.T,すららネット,Growth
4004.T,レゾナック・ホールディングス,Prime
4005.T,住友化学,Prime
4008.T,住友精化,Prime
4011.T,ヘッドウォータース,Growth
4012.T,アクシス,Standard
4013.T,勤次郎,Growth
4014.T,カラダノート,Growth
4015.T,ペイクラウドホールディングス,Growth
4016.T,ＭＩＴホールディングス,Standard
4017.T,クリーマ,Growth
4019.T,スタメン,Growth
4020.T,ビートレンド,Growth
4021.T,日産化学,Prime
4022.T,ラサ工業,Prime
4023.T,クレハ,Prime
4025.T,多木化学,Prime
4026.T,神島化学工業,Standard
4027.T,テイカ,Prime
4028.T,石原産業,Prime
402A.T,アクセルスペースホールディングス,Growth
4031.T,片倉コープアグリ,Standard
4040.T,南海化学,Standard
4041.T,日本曹達,Prime
4042.T,東ソー,Prime
4043.T,トクヤマ,Prime
4044.T,セントラル硝子,Prime
4045.T,東亞合成,Prime
4046.T,大阪ソーダ,Prime
4047.T,関東電化工業,Prime
4051.T,ＧＭＯフィナンシャルゲート,Prime
4052.T,フィーチャ,Growth
4053.T,Ｓｕｎ　Ａｓｔｅｒｉｓｋ,Prime
4054.T,日本情報クリエイト,Growth
4055.T,ティアンドエスグループ,Growth
4056.T,ニューラルグループ,Growth
4057.T,インターファクトリー,Growth
4058.T,トヨクモ,Growth
4059.T,まぐまぐ,Standard
4060.T,ｒａｋｕｍｏ,Growth
4061.T,デンカ,Prime
4062.T,イビデン,Prime
4063.T,信越化学工業,Prime
4064.T,日本カーバイド工業,Prime
4068.T,ベイシス,Growth
4069.T,ＢｌｕｅＭｅｍｅ,Growth
4071.T,プラスアルファ・コンサルティング,Prime
4072.T,電算システムホールディングス,Prime
4073.T,ジィ・シィ企画,Growth
4074.T,ラキール,Growth
4075.T,ブレインズテクノロジー,Growth
4076.T,シイエヌエス,Growth
4078.T,堺化学工業,Prime
407A.T,ＵＮＩＣＯＮホールディングス,Standard
4082.T,第一稀元素化学工業,Prime
4088.T,エア・ウォーター,Prime
4091.T,日本酸素ホールディングス,Prime
4092.T,日本化学工業,Prime
4093.T,東邦アセチレン,Standard
4094.T,日本化学産業,Standard
4095.T,日本パーカライジング,Prime
4097.T,高圧ガス工業,Prime
4098.T,チタン工業,Standard
4099.T,四国化成ホールディングス,Prime
409A.T,オリオンビール,Prime
4100.T,戸田工業,Standard
4102.T,丸尾カルシウム,Standard
4107.T,伊勢化学工業,Standard
4109.T,ステラ　ケミファ,Prime
410A.T,ＧＭＯコマース,Growth
4112.T,保土谷化学工業,Prime
4113.T,田岡化学工業,Standard
4114.T,日本触媒,Prime
4116.T,大日精化工業,Prime
4118.T,カネカ,Prime
4119.T,日本ピグメントホールディングス,Standard
4120.T,スガイ化学工業,Standard
4124.T,大阪油化工業,Standard
4125.T,三和油化工業,Standard
414A.T,オーバーラップホールディングス,Growth
4151.T,協和キリン,Prime
415A.T,ＧＭＯ　ＴＥＣＨホールディングス,Growth
4165.T,プレイド,Growth
4166.T,かっこ,Growth
4167.T,ココペリ,Growth
4168.T,ヤプリ,Growth
4169.T,ＥＮＥＣＨＡＮＧＥ,Growth
416A.T,富士ユナイトホールディングス,Standard
4170.T,Ｋａｉｚｅｎ　Ｐｌａｔｆｏｒｍ,Growth
4171.T,グローバルインフォメーション,Standard
4172.T,Ｈｉクラテス,Standard
4174.T,アピリッツ,Standard
4175.T,ｃｏｌｙ,Growth
4176.T,ココナラ,Growth
4177.T,ｉ‐ｐｌｕｇ,Growth
4178.T,Ｓｈａｒｉｎｇ　Ｉｎｎｏｖａｔｉｏｎｓ,Growth
4179.T,ジーネクスト,Growth
417A.T,ブルーゾーンホールディングス,Prime
4180.T,Ａｐｐｉｅｒ　Ｇｒｏｕｐ,Prime
4182.T,三菱瓦斯化学,Prime
4183.T,三井化学,Prime
4186.T,東京応化工業,Prime
4187.T,大阪有機化学工業,Prime
4188.T,三菱ケミカルグループ,Prime
4189.T,ＫＨネオケム,Prime
4192.T,スパイダープラス,Growth
4193.T,ファブリカホールディングス,Standard
4194.T,ビジョナル,Prime
4196.T,ネオマーケティング,Standard
4197.T,アスマーク,Standard
4198.T,テンダ,Standard
4199.T,ワンダープラネット,Growth
4202.T,ダイセル,Prime
4203.T,住友ベークライト,Prime
4204.T,積水化学工業,Prime
4205.T,日本ゼオン,Prime
4206.T,アイカ工業,Prime
4208.T,ＵＢＥ,Prime
4212.T,積水樹脂,Prime
4216.T,旭有機材,Prime
4218.T,ニチバン,Prime
421A.T,ムービン・ストラテジック・キャリア,Growth
4220.T,リケンテクノス,Prime
4221.T,大倉工業,Prime
4222.T,児玉化学工業,Standard
4224.T,ロンシール工業,Standard
4228.T,積水化成品工業,Prime
4229.T,群栄化学工業,Prime
4231.T,タイガースポリマー,Standard
4234.T,サンエー化研,Standard
4235.T,ウルトラファブリックス・ホールディングス,Standard
4237.T,フジプレアム,Standard
4238.T,ミライアル,Standard
423A.T,ライオン事務器,Standard
4240.T,クラスターテクノロジー,Growth
4241.T,アテクト,Standard
4242.T,タカギセイコー,Standard
4243.T,ニックス,Standard
4245.T,ダイキアクシス,Standard
4246.T,ダイキョーニシカワ,Prime
4247.T,ポバール興業,Standard
4248.T,竹本容器,Standard
4249.T,森六,Prime
4251.T,恵和,Prime
4255.T,ＴＨＥＣＯＯ,Growth
4256.T,サインド,Growth
4258.T,網屋,Growth
4259.T,エクサウィザーズ,Growth
4260.T,ハイブリッドテクノロジーズ,Growth
4261.T,アジアクエスト,Growth
4262.T,ニフティライフスタイル,Growth
4263.T,サスメド,Growth
4264.T,セキュア,Growth
4265.T,Ｉｎｓｔｉｔｕｔｉｏｎ　ｆｏｒ　ａ　Ｇｌｏｂａｌ　Ｓｏｃｉｅｔｙ,Growth
4270.T,ＢｅｅＸ,Growth
4272.T,日本化薬,Prime
4274.T,細谷火工,Standard
4275.T,カーリット,Prime
4284.T,ソルクシーズ,Standard
4286.T,ＣＬホールディングス,Standard
4287.T,ジャストプランニング,Standard
4288.T,アズジェント,Standard
428A.T,サイプレス・ホールディングス,Standard
4290.T,プレステージ・インターナショナル,Prime
4293.T,セプテーニ・ホールディングス,Standard
4299.T,ハイマックス,Standard
429A.T,テクセンドフォトマスク,Prime
4301.T,アミューズ,Prime
4307.T,野村総合研究所,Prime
4308.T,Ｊストリーム,Growth
4310.T,ドリームインキュベータ,Prime
4316.T,ビーマップ,Growth
4317.T,レイ,Standard
4318.T,クイック,Prime
431A.T,ユーソナー,Growth
4320.T,ＣＥホールディングス,Standard
4323.T,日本システム技術,Prime
4324.T,電通グループ,Prime
4326.T,インテージホールディングス,Prime
4331.T,テイクアンドギヴ・ニーズ,Prime
4333.T,東邦システムサイエンス,Prime
4334.T,ユークス,Standard
4335.T,ＩＰＳホールディングス,Standard
4337.T,ぴあ,Prime
4341.T,西菱電機,Standard
4343.T,イオンファンタジー,Prime
4344.T,ソースネクスト,Prime
4345.T,シーティーエス,Prime
4346.T,ＮＥＸＹＺ．Ｇｒｏｕｐ,Standard
4347.T,ブロードメディア,Standard
4350.T,メディカルシステムネットワーク,Standard
4351.T,山田再生系債権回収総合事務所,Standard
4356.T,応用技術,Standard
4360.T,マナック・ケミカル・パートナーズ,Standard
4361.T,川口化学工業,Standard
4362.T,日本精化,Prime
4365.T,松本油脂製薬,Standard
4366.T,ダイトーケミックス,Standard
4367.T,広栄化学,Standard
4368.T,扶桑化学工業,Prime
4369.T,トリケミカル研究所,Prime
436A.T,サイバーソリューションズ,Growth
4370.T,モビルス,Growth
4371.T,コアコンセプト・テクノロジー,Growth
4372.T,ユミルリンク,Growth
4373.T,シンプレクス・ホールディングス,Prime
4374.T,ＲＯＢＯＴ　ＰＡＹＭＥＮＴ,Growth
4375.T,セーフィー,Growth
4376.T,くふうカンパニーホールディングス,Growth
4377.T,ワンキャリア,Growth
4378.T,ＣＩＮＣ,Growth
4379.T,Ｐｈｏｔｏｓｙｎｔｈ,Growth
4380.T,Ｍマート,Growth
4381.T,ビープラッツ,Growth
4382.T,ＨＥＲＯＺ,Standard
4384.T,ラクスル,Prime
4385.T,メルカリ,Prime
4386.T,ＳＩＧグループ,Standard
4387.T,ＺＵＵ,Growth
4388.T,エーアイ,Standard
4389.T,プロパティデータバンク,Growth
438A.T,インフキュリオン,Growth
4390.T,ＩＰＳ,Prime
4391.T,ロジザード,Growth
4392.T,ＦＩＧ,Prime
4393.T,バンク・オブ・イノベーション,Growth
4394.T,エクスモーション,Growth
4395.T,アクリート,Growth
4396.T,システムサポートホールディングス,Prime
4397.T,チームスピリット,Growth
4398.T,ブロードバンドセキュリティ,Standard
4401.T,ＡＤＥＫＡ,Prime
4403.T,日油,Prime
4404.T,ミヨシ油脂,Standard
4406.T,新日本理化,Standard
4409.T,東邦化学工業,Standard
4410.T,ハリマ化成グループ,Prime
4412.T,サイエンスアーツ,Growth
4413.T,ボードルア,Prime
4414.T,フレクト,Growth
4415.T,ブロードエンタープライズ,Growth
4416.T,Ｔｒｕｅ　Ｄａｔａ,Growth
4417.T,グローバルセキュリティエキスパート,Growth
4418.T,ＪＤＳＣ,Growth
4419.T,Ｆｉｎａｔｅｘｔホールディングス,Growth
441A.T,ＮＥ,Growth
4420.T,イーソル,Standard
4421.T,ディ・アイ・システム,Standard
4422.T,ＶＡＬＵＥＮＥＸ,Growth
4424.T,Ａｍａｚｉａ,Growth
4425.T,Ｋｕｄａｎ,Growth
4427.T,ＥｄｕＬａｂ,Growth
4428.T,シノプス,Growth
4429.T,リックソフト,Growth
442A.T,クラシコ,Growth
4430.T,東海ソフト,Standard
4431.T,スマレジ,Growth
4432.T,ウイングアーク１ｓｔ,Prime
4433.T,ヒト・コミュニケーションズ・ホールディングス,Prime
4434.T,サーバーワークス,Standard
4436.T,ミンカブ・ジ・インフォノイド,Growth
4437.T,ｇｏｏｄｄａｙｓホールディングス,Growth
4438.T,Ｗｅｌｂｙ,Growth
4439.T,東名,Standard
4440.T,ヴィッツ,Standard
4441.T,トビラシステムズ,Standard
4442.T,バルテス・ホールディングス,Growth
4443.T,Ｓａｎｓａｎ,Prime
4444.T,インフォネット,Growth
4445.T,リビン・テクノロジーズ,Growth
4446.T,Ｌｉｎｋ－Ｕグループ,Prime
4447.T,ピー・ビーシステムズ,Growth
4448.T,ｋｕｂｅｌｌ,Growth
4449.T,ギフティ,Prime
4450.T,パワーソリューションズ,Growth
4452.T,花王,Prime
4461.T,第一工業製薬,Prime
4462.T,石原ケミカル,Prime
4463.T,日華化学,Standard
4464.T,ソフト９９コーポレーション,Standard
4465.T,ニイタカ,Standard
446A.T,ノースサンド,Growth
4471.T,三洋化成工業,Prime
4475.T,ＨＥＮＮＧＥ,Growth
4476.T,ＡＩ　ＣＲＯＳＳ,Growth
4477.T,ＢＡＳＥ,Growth
4478.T,フリー,Growth
4479.T,マクアケ,Growth
4480.T,メドレー,Prime
4481.T,ベース,Prime
4482.T,ウィルズ,Growth
4483.T,ＪＭＤＣ,Prime
4484.T,ランサーズ,Growth
4486.T,ユナイトアンドグロウ,Growth
4487.T,スペースマーケット,Growth
4488.T,ＡＩ　ｉｎｓｉｄｅ,Growth
4490.T,ビザスク,Growth
4491.T,コンピューターマネージメント,Standard
4492.T,ゼネテック,Standard
4493.T,サイバーセキュリティクラウド,Growth
4494.T,バリオセキュア,Standard
4495.T,アイキューブドシステムズ,Growth
4496.T,コマースＯｎｅホールディングス,Growth
4498.T,サイバートラスト,Growth
4499.T,Ｓｐｅｅｅ,Standard
4502.T,武田薬品工業,Prime
4503.T,アステラス製薬,Prime
4506.T,住友ファーマ,Prime
4507.T,塩野義製薬,Prime
4512.T,わかもと製薬,Standard
4516.T,日本新薬,Prime
4519.T,中外製薬,Prime
4521.T,科研製薬,Prime
4523.T,エーザイ,Prime
4524.T,森下仁丹,Standard
4526.T,理研ビタミン,Prime
4527.T,ロート製薬,Prime
4528.T,小野薬品工業,Prime
4530.T,久光製薬,Prime
4531.T,有機合成薬品工業,Standard
4534.T,持田製薬,Prime
4536.T,参天製薬,Prime
4538.T,扶桑薬品工業,Prime
4539.T,日本ケミファ,Standard
4540.T,ツムラ,Prime
4543.T,テルモ,Prime
4544.T,Ｈ．Ｕ．グループホールディングス,Prime
4547.T,キッセイ薬品工業,Prime
4548.T,生化学工業,Prime
4549.T,栄研化学,Prime
4552.T,ＪＣＲファーマ,Prime
4553.T,東和薬品,Prime
4554.T,富士製薬工業,Prime
4556.T,カイノス,Standard
4558.T,中京医薬品,Standard
4559.T,ゼリア新薬工業,Prime
4563.T,アンジェス,Growth
4564.T,オンコセラピー・サイエンス,Growth
4565.T,ネクセラファーマ,Prime
4568.T,第一三共,Prime
4569.T,杏林製薬,Prime
456A.T,ＨＵＭＡＮ　ＭＡＤＥ,Growth
4570.T,免疫生物研究所,Growth
4571.T,ＮＡＮＯホールディングス,Growth
4572.T,カルナバイオサイエンス,Growth
4574.T,大幸薬品,Prime
4575.T,キャンバス,Growth
4576.T,デ・ウエスタン・セラピテクス研究所,Growth
4577.T,ダイト,Prime
4578.T,大塚ホールディングス,Prime
4579.T,ラクオリア創薬,Growth
4582.T,シンバイオ製薬,Growth
4583.T,カイオム・バイオサイエンス,Growth
4584.T,キッズウェル・バイオ,Growth
4586.T,メドレックス,Growth
4587.T,ペプチドリーム,Prime
4588.T,オンコリスバイオファーマ,Growth
4591.T,リボミック,Growth
4592.T,サンバイオ,Growth
4593.T,ヘリオス,Growth
4594.T,ブライトパス・バイオ,Growth
4595.T,ミズホメディー,Standard
4596.T,窪田製薬ホールディングス,Growth
4597.T,ソレイジア・ファーマ,Growth
4598.T,Ｄｅｌｔａ－Ｆｌｙ　Ｐｈａｒｍａ,Growth
4599.T,ステムリム,Growth
460A.T,ＢＲＡＮＵ,Growth
4611.T,大日本塗料,Prime
4612.T,日本ペイントホールディングス,Prime
4613.T,関西ペイント,Prime
4615.T,神東塗料,Standard
4616.T,川上塗料,Standard
4617.T,中国塗料,Prime
4619.T,日本特殊塗料,Standard
4620.T,藤倉化成,Standard
4623.T,アサヒペン,Standard
4624.T,イサム塗料,Standard
4625.T,アトミクス,Standard
4626.T,太陽ホールディングス,Prime
4627.T,ナトコ,Standard
4628.T,エスケー化研,Standard
4629.T,大伸化学,Standard
462A.T,ＦＵＮＤＩＮＮＯ,Growth
4631.T,ＤＩＣ,Prime
4633.T,サカタインクス,Prime
4634.T,ａｒｔｉｅｎｃｅ,Prime
4635.T,東京インキ,Standard
463A.T,インテリックスホールディングス,Standard
4641.T,アルプス技研,Prime
4642.T,オリジナル設計,Standard
4644.T,イマジニア,Standard
4645.T,市進ホールディングス,Standard
464A.T,ＱＰＳホールディングス,Growth
4650.T,ＳＤエンターテイメント,Standard
4651.T,サニックスホールディングス,Standard
4657.T,環境管理センター,Standard
4658.T,日本空調サービス,Prime
4659.T,エイジス,Standard
4661.T,オリエンタルランド,Prime
4662.T,フォーカスシステムズ,Prime
4664.T,アール・エス・シー,Standard
4665.T,ダスキン,Prime
4666.T,パーク２４,Prime
4667.T,アイサンテクノロジー,Standard
4668.T,明光ネットワークジャパン,Prime
4671.T,ファルコホールディングス,Standard
4673.T,川崎地質,Standard
4674.T,クレスコ,Prime
4676.T,フジ・メディア・ホールディングス,Prime
4678.T,秀英予備校,Standard
4679.T,田谷,Standard
4680.T,ラウンドワン,Prime
4681.T,リゾートトラスト,Prime
4684.T,オービック,Prime
4685.T,菱友システムズ,Standard
4686.T,ジャストシステム,Prime
4687.T,ＴＤＣソフト,Prime
4689.T,ＬＩＮＥヤフー,Prime
